run,core_id,tcp,reg_ring,reg_fds,reg_bufs,napi,setup_mode,ping_size,resp_delay,duration,num_threads,pin_queues,rx_queue,kernel,mitigations,mtu,node,avg,min,max,std,samples
3,8,False,True,True,True,False,sqpoll,8,0,30000,1,True,10,6.15.0,True,9000,fn06,21332.083333333332,20920,21920,213.59578582505372,240
3,8,False,True,True,True,False,sqpoll,8,0,30000,1,True,18,6.15.0,True,9000,fn05,24050.958333333332,23460,26440,603.9035504647153,240
3,8,False,True,True,True,False,sqpoll,8,0,30000,1,True,18,6.15.0,True,9000,fn06,24050.958333333332,23460,26440,603.9035504647153,240
3,8,False,True,True,True,False,defer,8,0,30000,1,True,10,6.15.0,True,9000,fn05,25867.125,25280,28120,670.935032405026,240
3,8,False,True,True,True,False,defer,8,0,30000,1,True,10,6.15.0,True,9000,fn06,25867.125,25280,28120,670.935032405026,240
3,8,False,True,True,True,False,defer,8,0,30000,1,True,18,6.15.0,True,9000,fn05,29628.958333333332,28830,32360,1040.7862404278262,240
3,8,False,True,True,True,False,defer,8,0,30000,1,True,18,6.15.0,True,9000,fn06,29628.958333333332,28830,32360,1040.7862404278262,240
3,8,False,True,True,True,True,sqpoll,8,0,30000,1,True,10,6.15.0,True,9000,fn05,24014.791666666668,23720,24710,187.36316766435772,240
3,8,False,True,True,True,True,sqpoll,8,0,30000,1,True,10,6.15.0,True,9000,fn06,24014.791666666668,23720,24710,187.36316766435772,240
3,8,False,True,True,True,True,sqpoll,8,0,30000,1,True,18,6.15.0,True,9000,fn05,24549.791666666668,23940,25580,607.6899208729363,240
3,8,False,True,True,True,True,sqpoll,8,0,30000,1,True,18,6.15.0,True,9000,fn06,24549.791666666668,23940,25580,607.6899208729363,240
3,8,False,True,True,True,True,defer,8,0,30000,1,True,10,6.15.0,True,9000,fn05,18790.333333333332,18640,18980,82.46649151153589,240
3,8,False,True,True,True,True,defer,8,0,30000,1,True,10,6.15.0,True,9000,fn06,18790.333333333332,18640,18980,82.46649151153589,240
3,8,False,True,True,True,True,defer,8,0,30000,1,True,18,6.15.0,True,9000,fn05,19213.458333333332,19050,19400,87.36965489929683,240
3,8,False,True,True,True,True,defer,8,0,30000,1,True,18,6.15.0,True,9000,fn06,19213.458333333332,19050,19400,87.36965489929683,240
4,8,False,False,False,False,False,sqpoll,8,0,30000,1,True,10,6.15.0,True,9000,fn05,20825.25,20570,21390,203.87889583443075,240
4,8,False,False,False,False,False,sqpoll,8,0,30000,1,True,10,6.15.0,True,9000,fn06,20825.25,20570,21390,203.87889583443075,240
4,8,False,False,False,False,False,sqpoll,8,0,30000,1,True,18,6.15.0,True,9000,fn05,23468.875,22870,26190,699.2227716364793,240
4,8,False,False,False,False,False,sqpoll,8,0,30000,1,True,18,6.15.0,True,9000,fn06,23468.875,22870,26190,699.2227716364793,240
4,8,False,False,False,False,False,defer,8,0,30000,1,True,10,6.15.0,True,9000,fn05,25433.0,24990,27900,559.9130884938007,240
4,8,False,False,False,False,False,defer,8,0,30000,1,True,10,6.15.0,True,9000,fn06,25433.0,24990,27900,559.9130884938007,240
4,8,False,False,False,False,False,defer,8,0,30000,1,True,18,6.15.0,True,9000,fn05,29489.875,28450,32220,1226.6290125278304,240
4,8,False,False,False,False,False,defer,8,0,30000,1,True,18,6.15.0,True,9000,fn06,29489.875,28450,32220,1226.6290125278304,240
4,8,False,True,False,False,False,sqpoll,8,0,30000,1,True,10,6.15.0,True,9000,fn05,20881.333333333332,20590,21460,231.62985319014663,240
4,8,False,True,False,False,False,sqpoll,8,0,30000,1,True,10,6.15.0,True,9000,fn06,20881.333333333332,20590,21460,231.62985319014663,240
4,8,False,True,False,False,False,sqpoll,8,0,30000,1,True,18,6.15.0,True,9000,fn05,23489.041666666668,22940,25720,487.39220852467014,240
4,8,False,True,False,False,False,sqpoll,8,0,30000,1,True,18,6.15.0,True,9000,fn06,23489.041666666668,22940,25720,487.39220852467014,240
4,8,False,True,False,False,False,defer,8,0,30000,1,True,10,6.15.0,True,9000,fn05,25531.75,24970,28170,790.341342395803,240
4,8,False,True,False,False,False,defer,8,0,30000,1,True,10,6.15.0,True,9000,fn06,25531.75,24970,28170,790.341342395803,240
4,8,False,True,False,False,False,defer,8,0,30000,1,True,18,6.15.0,True,9000,fn05,29665.375,28490,32510,1339.2547153952205,240
4,8,False,True,False,False,False,defer,8,0,30000,1,True,18,6.15.0,True,9000,fn06,29665.375,28490,32510,1339.2547153952205,240
4,8,False,True,True,False,False,sqpoll,8,0,30000,1,True,10,6.15.0,True,9000,fn05,20693.666666666668,20410,21290,225.16820872899046,240
4,8,False,True,True,False,False,sqpoll,8,0,30000,1,True,10,6.15.0,True,9000,fn06,20693.666666666668,20410,21290,225.16820872899046,240
4,8,False,True,True,False,False,sqpoll,8,0,30000,1,True,18,6.15.0,True,9000,fn05,23293.5,22730,25470,512.0183102194686,240
4,8,False,True,True,False,False,sqpoll,8,0,30000,1,True,18,6.15.0,True,9000,fn06,23293.5,22730,25470,512.0183102194686,240
4,8,False,True,True,False,False,defer,8,0,30000,1,True,10,6.15.0,True,9000,fn05,25417.416666666668,24870,27980,731.833878956754,240
4,8,False,True,True,False,False,defer,8,0,30000,1,True,10,6.15.0,True,9000,fn06,25417.416666666668,24870,27980,731.833878956754,240
4,8,False,True,True,False,False,defer,8,0,30000,1,True,18,6.15.0,True,9000,fn05,29432.375,28380,32180,1269.3205962410232,240
4,8,False,True,True,False,False,defer,8,0,30000,1,True,18,6.15.0,True,9000,fn06,29432.375,28380,32180,1269.3205962410232,240
4,8,False,True,True,True,False,sqpoll,8,0,30000,1,True,10,6.15.0,True,9000,fn05,21263.25,20860,21760,205.14085608023902,240
4,8,False,True,True,True,False,sqpoll,8,0,30000,1,True,10,6.15.0,True,9000,fn06,21263.25,20860,21760,205.14085608023902,240
4,8,False,True,True,True,False,sqpoll,8,0,30000,1,True,18,6.15.0,True,9000,fn05,23863.25,23340,25310,327.6702165796173,240
4,8,False,True,True,True,False,sqpoll,8,0,30000,1,True,18,6.15.0,True,9000,fn06,23863.25,23340,25310,327.6702165796173,240
4,8,False,True,True,True,False,defer,8,0,30000,1,True,10,6.15.0,True,9000,fn05,25782.125,25280,28230,634.6679454972235,240
4,8,False,True,True,True,False,defer,8,0,30000,1,True,10,6.15.0,True,9000,fn06,25782.125,25280,28230,634.6679454972235,240
4,8,False,True,True,True,False,defer,8,0,30000,1,True,18,6.15.0,True,9000,fn05,29542.0,28760,32400,1076.5694744573307,240
4,8,False,True,True,True,False,defer,8,0,30000,1,True,18,6.15.0,True,9000,fn06,29542.0,28760,32400,1076.5694744573307,240
4,8,False,True,True,True,True,sqpoll,8,0,30000,1,True,10,6.15.0,True,9000,fn05,24026.375,23750,24540,160.3011001469838,240
4,8,False,True,True,True,True,sqpoll,8,0,30000,1,True,10,6.15.0,True,9000,fn06,24026.375,23750,24540,160.3011001469838,240
